trial	value	rameau-tfidf-spacy-fr	rameau-fasttext-fr	rameau-mllm-fr	rameau-omikuji-parabel-fr
42	0.5651322603225708	0.2702833022660988	0.39757400893844125	0.28055688400513606	0.05158580479032396
43	0.5550886988639832	0.09010301125175964	0.6282217340644319	0.2038433699318683	0.0778318847519401
44	0.5360432863235474	0.2838282415201958	0.11027306389652507	0.5987840773401661	0.007114617243112877
46	0.5941992998123169	0.17964146901793676	0.05158294739632993	0.30709116868515635	0.461684414900577
45	0.5989153981208801	0.11129220509565065	0.043558418161812724	0.24665799268531438	0.5984913840572221
47	0.596417248249054	0.15867989354755707	0.043827327774309595	0.26511422328800804	0.5323785553901252
48	0.5937380790710449	0.18964334209570868	0.09784961951471603	0.2909585408319131	0.4215484975576622
49	0.591403603553772	0.31015291753897606	0.06147167977601876	0.22955015525285596	0.3988252474321492
50	0.59023517370224	0.29298326676089365	0.13102636105279242	0.09587946283529546	0.48011090935101847
51	0.5871447920799255	0.35355856326933094	0.07299816260837255	0.04808671802380744	0.5253565560984891
52	0.5848525762557983	0.2880240428923238	0.24389109076239568	0.04091285566869379	0.42717201067658667
53	0.5894596576690674	0.12299268625846738	0.3329099660570543	0.12875047131322073	0.4153468763712576
54	0.5923181772232056	0.07020584905537931	0.3267947651705166	0.21120404639658144	0.39179533937752264
55	0.5989313125610352	0.08521485623510618	0.0915174570400391	0.2804886750122559	0.5427790117125988
56	0.5988864898681641	0.10753955027892927	0.031462524628164984	0.20685908158068553	0.6541388435122202
58	0.602793276309967	0.002818007418132061	0.02588105526414955	0.2660983345376951	0.7052026027800232
57	0.5982396006584167	0.09480122510975114	0.003391422254970797	0.31022582357744816	0.59158152905783
59	0.5995371341705322	0.0025473414104333174	0.1091194369915806	0.31545217994974034	0.5728810416482458
60	0.6005359292030334	0.043621639512602985	0.18140941100473967	0.2040342550531736	0.5709346944294836
62	0.5975691080093384	0.0007009329717675199	0.21283255376436966	0.21375054581425632	0.5727159674496065
61	0.599933385848999	0.05352184604594934	0.1841537420821383	0.20399441606030008	0.5583299958116124
63	0.6003530025482178	0.041216415711194436	0.19282404989859805	0.17927201571007517	0.5866875186801325
64	0.5997473001480103	0.04473090347651205	0.20621647464359447	0.17748599133916998	0.5715666305407234
65	0.5758209824562073	0.06818621784001062	0.18888343810668726	0.5031076718191249	0.23982267223417722
67	0.5991076231002808	0.04963713151537993	0.216462780905239	0.1836060324019438	0.5502940551774372
66	0.5935907363891602	0.03678437247302777	0.15230499510005285	0.377464959035026	0.43344567339189327
68	0.6005043983459473	0.03620962149984719	0.20261408708333187	0.1954931523701089	0.5656831390467121
70	0.597572386264801	0.07118447449274953	0.21461861844763866	0.16494138425863455	0.5492555228009772
69	0.5993989706039429	0.055352038772879295	0.20163325577583438	0.1866146863882774	0.556400019063009
71	0.5986483693122864	0.07489417376821057	0.17392050946889503	0.17418222659804738	0.5770030901648472
72	0.598336398601532	0.07461025525897098	0.18666103810231793	0.16658051926226147	0.5721481873764496
73	0.588205873966217	0.3900165813092139	0.11053216948271238	0.107541303036664	0.3919099461714097
74	0.6021829843521118	0.029424112275175395	0.16617925403319667	0.17884293216297442	0.6255537015286535
75	0.5982797145843506	0.02963235407158801	0.2590164243524774	0.15407272687395374	0.5572784947019809
76	0.6002347469329834	0.027318338648776162	0.23154408608751004	0.185783231170299	0.5553543440934148
77	0.5999451875686646	0.02627291333797979	0.23540939500342017	0.2030578858657532	0.5352598057928468
78	0.601500928401947	0.022768755025597904	0.21165514109072414	0.19982194773148015	0.5657541561521978
79	0.601453959941864	0.024188706002639074	0.20814385807302285	0.20382230242910934	0.5638451334952287
80	0.5994294881820679	0.022004936031233237	0.23652307580930612	0.1265011216462668	0.6149708665131938
81	0.5983210206031799	0.019135186408717062	0.2792370113347767	0.1656513343885596	0.5359764678679466
82	0.5913527011871338	0.07707261218169631	0.2981139248520356	0.10016407408549298	0.5246493888807752
83	0.5958465933799744	0.012536337825967074	0.30675748846754747	0.10535082915327597	0.5753553445532095
84	0.5967431664466858	0.0718253460030051	0.24450697015046916	0.18959095701344045	0.4940767268330853
85	0.5994613170623779	0.08401735565847597	0.12636092930071569	0.22004188628212074	0.5695798287586876
86	0.5967389345169067	0.0002447692254434644	0.2106848779102425	0.22525845889670426	0.5638118939676098
87	0.601547360420227	0.007032787042269136	0.21670403118982898	0.22214088335662613	0.5541222984112758
88	0.5964775681495667	8.68032111094338e-05	0.2148526240417991	0.21764283467354276	0.5674177380735487
89	0.5939503908157349	0.001159588756413578	0.26883307611754387	0.10731161740052926	0.6226957177255132
90	0.5945238471031189	0.08355990311939544	0.2032690461445902	0.09840779277637775	0.6147632579596367
91	0.5980229377746582	0.06649042807213876	0.1726807467533644	0.26911588746653475	0.4917129377079621
92	0.5983272790908813	0.07528374027749396	0.18415197607287667	0.16840185791572704	0.5721624257339023
93	0.5983189940452576	0.06588223488729195	0.16226309438581143	0.2688314530499501	0.5030232176769465
94	0.5980606079101562	0.02748553018857638	0.26729921809869456	0.1587556681685749	0.5464595835441541
95	0.6025515794754028	0.028058059397426557	0.14931148586611948	0.16224146298754324	0.6603889917489106
96	0.6003099679946899	0.029981373391684073	0.2224972303303024	0.17820635894085493	0.5693150373371586
97	0.6004018783569336	0.028489430250872753	0.22219917595766583	0.17339855220467723	0.5759128415867841
98	0.6019496917724609	0.035720573865927634	0.1479277333144322	0.19203630368430882	0.6243153891353314
99	0.604502260684967	0.01557691598466661	0.12323150711418684	0.2029529558250329	0.6582386210761136
